Date,Drug type,Origin,Transit,Destination,Seizure country,Seizure place,Origin place,Destination place,Vessel,Shipping line,Container no.,Cover cargo,Routing,Concealment,Modus operandi,Total quantity (kg),Other quantity,Other unit,Case count,Arrests,Transport type,Container,Risk score,Risk band,Risk flags,Reports (n),Outlets,Text used,Language,Headline,Link,Event ID
2026-09-21,Cannabis,,,,,,,,,,,फल,,Legitimate cargo (food/produce),Cannabis (1.1 t) | concealed: Legitimate cargo (food/produce),1075.0,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,Jagran,full,hi,"ओडिशा के गजपति में 1 करोड़ से अधिक का गांजा जब्त, अंतरराज्यीय तस्करी की साजिश नाकाम",https://www.jagran.com/odisha/bhubaneshwar-odisha-police-seizes-1-crore-ganja-in-gajapati-foils-trafficking-40380196.html,1560
2026-09-21,Cannabis,,,,,,,,,,,,,Legitimate cargo (food/produce),Cannabis | concealed: Legitimate cargo (food/produce),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,Prabhat Khabar,full,hi,"जहानाबाद में रेलवे पुल के नीचे चल रहा था गांजा का धंधा, पुलिस ने तस्कर को दबोचा",https://www.prabhatkhabar.com/state/bihar/jehanabad/smuggler-arrested-ganja-vatis-bhavariya,1561
2026-09-21,NSA,,,,,,,,,,,ارز,,Legitimate cargo (food/produce),NSA | concealed: Legitimate cargo (food/produce),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,راديو بيت لحم 2000,full,ar,ارزيقات: احباط أضخم صفقة مخدرات ب10مليون شيقل في بيت لحم,https://rb2000.ps/2026/09/21/%D8%A7%D8%B1%D8%B2%D9%8A%D9%82%D8%A7%D8%AA-%D8%A7%D8%AD%D8%A8%D8%A7%D8%B7-%D8%A3%D8%B6%D8%AE%D9%85-%D8%B5%D9%81%D9%82%D8%A9-%D9%85%D8%AE%D8%AF%D8%B1%D8%A7%D8%AA-%D8%A810%D9%85%D9%84%D9%8A%D9%88%D9%86/,1263
2026-09-21,Cigarettes,,,,,,,,,,,elektronik,,Legitimate cargo (industrial/goods),Cigarettes | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,Manşet Alanya,full,tr,Jandarmadan Kaçak Sigara ve Tütün Operasyonu,https://www.mansetalanya.com/jandarmadan-kacak-sigara-ve-tutun-operasyonu/amp,1360
2026-09-21,Cannabis,,,,India,Delhi,,,,,,,,Legitimate cargo (food/produce),Cannabis | concealed: Legitimate cargo (food/produce),,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,Hindustan,full,hi,"Faridabad News: अलग-अलग मामलों में 938 ग्राम गांजा बरामद, दो गिरफ्तार",https://www.livehindustan.com/ncr/faridabad/story-faridabad-police-arrest-two-drug-dealers-seize-938-grams-of-cannabis-201789997976824.amp.html,1578
2026-09-21,Cannabis,,,,,,,,,,,,,Legitimate cargo (food/produce),Cannabis (27 kg) | concealed: Legitimate cargo (food/produce),27.0,,,1,,Unknown,No,15,Low,Hidden in legitimate cargo,1,Prabhat Khabar,full,hi,"मधुबनी: एनएच-27 पर पुलिस ने रोकी लग्जरी बस, तलाशी में निकला 27 किलो गांजा, चार गिरफ्तार",https://www.prabhatkhabar.com/state/bihar/madhubani/jhajharpur-nh27-ganja-seized-from-bus-four-arrested,1579
2026-09-21,Cocaine,,,,,,,,,,,,,,Cocaine (0 kg) | Road,0.006500000000000001,,,1,,Road,No,10,Low,"Organised network, Multiple drugs",1,Rediff,full,en,Shimla Police Crack Down On Drug Traffickers' Illegally Acquired Assets,https://www.rediff.com/news/report/shimla-police-seize-drug-traffickers-assets-worth-rs-413-crore/20260921.htm,1903
2026-09-21,Heroin/Opium,Ghana,,,South Africa,OR Tambo / Johannesburg,Accra,,,,,,Ghana -> South Africa,Luggage / passenger goods,Heroin/Opium | Air - passenger | concealed: Luggage / passenger goods | route: Ghana -> South Africa,,,,1,,Air - passenger,No,10,Low,Multi-country route,1,Cape Argus,full,en,Man arrested at OR Tambo Airport allegedly carrying heroin worth over R2 million,https://capeargus.co.za/news/crime-and-courts/2026-09-20-man-arrested-at-or-tambo-airport-allegedly-carrying-heroin-worth-over-r2-million/,1951
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (1.2 t),1200.0,,,1,,Unknown,No,10,Low,"Organised network, Multiple drugs",1,Calama en Línea – Noticias,full,es,"Incautan 1,2 toneladas de marihuana en inmueble utilizado como punto de acopio en Calama",https://noticias.calamaenlinea.cl/policial/incautan-12-toneladas-de-marihuana-en-inmueble-utilizado-como-punto-de-acopio-en-calama/,1776
2026-09-21,Cannabis,,,,,,,,,,,,,,"Cannabis (1.4 t, 117 packages) | Road",1400.0,117.0,packages,1,53.0,Road,No,10,Low,"Organised network, Multiple drugs",4,"ADN Radio, Timeline.cl, diariosol.cl, publimicro.cl",full,es,"Incautan más de 1,4 toneladas de cannabis en dos procedimientos antidrogas en la Región de Antofagasta",https://www.timeline.cl/incautan-mas-de-14-toneladas-de-cannabis-en-dos-procedimientos-antidrogas-en-la-region-de-antofagasta/,1775
2026-09-21,Methamphetamine,Thailand,South Korea,,South Korea,,,,,,,,Thailand -> South Korea,,Methamphetamine (6 kg) | route: Thailand -> South Korea,6.5,,,1,,Unknown,No,10,Low,Multi-country route,1,아시아경제,full,zh,藏于传统服饰的冰毒……庆尚北道警方抓获52名涉外毒品网络人员- 阿视亚经济,https://www.asiae.co.kr/cn/article/2026092114441534683,2285
2026-09-21,Heroin/Opium,Ghana,,,South Africa,OR Tambo / Johannesburg,Accra,,,,,,Ghana -> South Africa,Luggage / passenger goods,Heroin/Opium | Air - passenger | concealed: Luggage / passenger goods | route: Ghana -> South Africa,,,,1,,Air - passenger,No,10,Low,Multi-country route,1,TimesLIVE,full,en,Suspected drug mule arrested at Joburg airport,https://www.timeslive.co.za/news/south-africa/2026-09-21-suspected-drug-mule-arrested-at-joburg-airport/,277
2026-09-21,Cannabis,Iran,Azerbaijan,Russia,Iran,,,,,,,,Iran -> Azerbaijan -> Russia,,Cannabis (79 kg) | Road | route: Iran -> Azerbaijan -> Russia,79.0,,,1,,Road,No,10,Low,Multi-country route,1,Apa.az,full,en,Azerbaijani customs seize major drug shipment bound for Russia from Iran,https://en.apa.az/incident/azerbaijani-customs-seize-major-drug-shipment-bound-for-russia-from-iran-525361,998
2026-09-21,Cigarettes,Cuba,Panama,,Hong Kong,Hong Kong airport,,,,,,,Cuba -> Panama -> Hong Kong,Luggage / passenger goods,Cigarettes (55 kg) | Air - passenger | concealed: Luggage / passenger goods | route: Cuba -> Panama -> Hong Kong | 2 arrests,55.0,,,1,2.0,Air - passenger,No,10,Low,Multi-country route,1,Hong Kong government press releases (includes Customs),full,en,Two incoming passengers convicted and jailed for importing duty-not-paid cigars (with photos),https://www.info.gov.hk/gia/general/202609/21/P2026092100641.htm,981
2026-09-21,Cocaine,,,Hong Kong,South Africa,OR Tambo / Johannesburg,,,,,,,,Luggage / passenger goods,Cocaine | Air - passenger | concealed: Luggage / passenger goods,,,,1,,Air - passenger,No,10,Low,Multi-country route,1,Cape Times,full,en,South African man arrested with suspected cocaine at OR Tambo Airport,https://capetimes.co.za/news/crime-and-courts/5179462646759424/,1046
2026-09-21,Cannabis,Thailand,,,India,Mumbai,Bangkok,,,,,,Thailand -> India,Luggage / passenger goods,Cannabis (64 kg) | Air - passenger | concealed: Luggage / passenger goods | route: Thailand -> India | 4 arrests,64.394,,,1,4.0,Air - passenger,No,10,Low,Multi-country route,1,News On AIR,full,en,AIU arrests 4 passengers at Chhatrapati Shivaji Maharaj International Airport in drug smuggling case | Akashvani News,https://newsonair.gov.in/aiu-arrests-4-passengers-at-chhatrapati-shivaji-maharaj-international-airport-in-drug-smuggling-case/,1031
2026-09-21,Cocaine,,,,,,,,,,,,,Body concealment,Cocaine (53 pills) | concealed: Body concealment | 2 arrests,,53.0,pills,1,2.0,Unknown,No,10,Low,"Organised network, Multiple drugs",1,vijesti.me,full,en,"Budva: Two people arrested, cocaine, pills, money seized...",https://en.vijesti.me/amp/827715/Budva--two-people-arrested--cocaine--pills--money-seized,1021
2026-09-21,Cannabis,Thailand,,,Uzbekistan,Tashkent,,,,,,,Thailand -> Uzbekistan,Luggage / passenger goods,Cannabis (13 kg) | Air - passenger | concealed: Luggage / passenger goods | route: Thailand -> Uzbekistan,13.0,,,1,,Air - passenger,No,10,Low,Multi-country route,1,UzNews.uz,full,ru,"Таможенники пресекли ввоз из Таиланда более 13 кг гашишного масла на $1,7 млн — видео",https://uznews.uz/ru/news/112889,1480
2026-09-21,Heroin/Opium,,,,,,,,,,,,,,Heroin/Opium,,,,1,,Unknown,No,5,Low,Multiple drugs,1,dainiksaveratimes.com,full,hi,"मोगा में नशे पर पुलिस का शिकंजा, 2 आरोपी किए गिरफ्तार, 65 नशीली गोलियां और 20 ग्राम हेरोइन बरामद",https://dainiksaveratimes.com/punjab/moga-police-arrest-two-accused-with-intoxicating-pills-and-heroin/,1702
2026-09-21,Cocaine,,,,,,,,,,,,,,Cocaine (1 kg),0.716,,,1,,Unknown,No,5,Low,Multiple drugs,1,620ckrm.com,full,en,Man appears in Yorkton Provincial Court on drug trafficking charges,https://www.620ckrm.com/2026/09/21/man-appears-in-yorkton-provincial-court-on-drug-trafficking-charges/,1967
2026-09-21,Cannabis,,,,Puerto Rico,San Juan,,,,,,,,,Cannabis | Road | 3 arrests,,,,1,3.0,Road,No,5,Low,Multiple drugs,1,Platino News,full,es,Policías de León incautaron en una semana más de 34 mil 400 dosis de drogas,https://platino.news/policias-de-leon-incautaron-en-una-semana-mas-de-34-mil-400-dosis-de-drogas/,2009
2026-09-21,Methamphetamine,,,,,,,,,,,,,,Methamphetamine (3 kg) | Road,2.84,,,1,,Road,No,5,Low,Multiple drugs,1,Amida Haber,full,tr,Diyarbakır’da midelerinde uyuşturucu çıkan 2 kişi tutuklandı,https://amidahaber.com/diyarbakir/diyarbakirda-midelerinde-uyusturucu-cikan-2-kisi-tutuklandi-236019h,1833
2026-09-21,Methamphetamine,,,,,,,,,,,,,,Methamphetamine (0 kg),0.269,,,1,,Unknown,No,5,Low,Multiple drugs,2,"Son Dakika, Sözcü Gazetesi",full,tr,Sakarya’da uyuşturucu operasyonu: 6 şüpheli tutuklandı,https://www.sozcu.com.tr/amp/sakarya-da-uyusturucu-operasyonu-6-supheli-tutuklandi-p362280,1827
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis,,,,1,,Unknown,No,5,Low,Multiple drugs,1,Caçador Online,full,pt,Videira: Operação prende quatro pessoas e apreende 76 quilos de maconha,https://www.cacador.net/noticias/seguranca/2026/09/21/videira-operacao-prende-quatro-pessoas-e-apreende-76-quilos-de-maconha-66213,1796
2026-09-21,Heroin/Opium,,,,Kuwait,,,,,,,,,,Heroin/Opium (4 kg) | 2 arrests,4.0,,,1,2.0,Unknown,No,5,Low,Multiple drugs,1,Arab Times Kuwait News,full,en,"Two Sri Lankan expats arrested in Kuwait with 4kg heroin, methamphetamine",https://www.arabtimesonline.com/news/two-sri-lankan-expats-arrested-in-kuwait-with-4kg-heroin-methamphetamine/,2623
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (21 kg) | Road,21.0,,,1,,Road,No,5,Low,Organised network,1,Estrella Digital Colombia,full,es,Golpe policial en Bucaramanga a ‘Los del Sur’: incautan 21 kg marihuana,https://estrelladigital.com.co/nacional/los-del-sur-bucaramanga-marihuana/,2031
2026-09-21,NSA,,,,,,,,,,,,,Luggage / passenger goods,NSA | Road | concealed: Luggage / passenger goods,,,,1,,Road,No,5,Low,Multiple drugs,1,Victorville Daily Press,full,en,"Traffic stop leads to drug bust in Big Bear, Hesperia ex-con jailed",https://www.vvdailypress.com/story/news/crime/2026/09/21/hesperia-ex-con-arrested-in-big-bear-traffic-stop-turned-drug-bust/91875798007/,1744
2026-09-21,Heroin/Opium,India,,,,,Delhi,,,,,,,,Heroin/Opium,,,,1,,Unknown,No,5,Low,Multiple drugs,1,Dainik Bhaskar,full,hi,"मोगा में 9 नशा तस्कर गिरफ्तार: 439 ग्राम हेरोइन और 150 नशीली गोलियां बरामद, आरोपियों के खिलाफ केस दर्ज",https://www.bhaskar.com/local/punjab/moga/news/moga-polices-heroin-pills-seized-arrest-drug-peddler-139030350.html,1732
2026-09-21,NSA,,,,,,,,,,,,,,NSA (4 kg),4.2,,,1,,Unknown,No,5,Low,Multiple drugs,1,5 Ocak Gazetesi,full,tr,Adana’da Uyuşturucu Operasyonu! 375 Bin Captagon Ele Geçirildi,https://www.5ocakgazetesi.com/adanada-uyusturucu-operasyonu-375-bin-captagon-ele-gecirildi,1837
2026-09-21,Cocaine,,,,United States,Washington,,,,,,,,,Cocaine (1 kg) | Road,0.7414999999999999,,,1,,Road,No,5,Low,Multiple drugs,1,WGXA,full,en,"GBI arrests two Americus residents after drug, guns and $27K seized in raid",https://wgxa.tv/news/local/gbi-arrests-two-americus-residents-after-drug-guns-and-27k-seized-in-raid-sumter-county-sheriffs-office-americus-police-department-jessica-reynolds-rankin-ruff-illegal-narcotics-cocaine-meth-crack-firearms-cash-trafficking-distribute-possession-counts-co,1751
2026-09-21,Cocaine,,,,,,,,,,,,,Luggage / passenger goods,Cocaine (8 kg) | Sea - cargo (other) | concealed: Luggage / passenger goods,8.0,,,1,,Sea - cargo (other),No,5,Low,Multiple drugs,1,Rondonoticias,full,pt,Passageiro é preso com 8 kg de drogas em táxi na BR-364 em Porto Velho,https://rondonoticias.com.br/noticia/policia/160843/passageiro-e-preso-com-8-kg-de-drogas-em-taxi-na-br-364-em-porto-velho,2053
2026-09-21,Cocaine,,,,,,,,,,,,,,Cocaine,,,,1,,Unknown,No,5,Low,Multiple drugs,1,vertentesdasgerais.com.br,full,pt,"Operação da PM apreende maconha, cocaína e anabolizantes, e prende dois homens por tráfico",https://vertentesdasgerais.com.br/operacao-da-pm-apreende-maconha-cocaina-e-anabolizantes-e-prende-dois-homens-por-trafico/,2057
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis,,,,1,,Unknown,No,5,Low,Multiple drugs,1,barbacenatem.com.br,full,pt,PM apreende mais de 20 buchas de maconha no bairro Grogotó,https://barbacenatem.com.br/pm-apreende-mais-de-20-buchas-de-maconha-no-bairro-grogoto/,2058
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis,,,,1,,Unknown,No,5,Low,Multiple drugs,1,Tribuna de Minas,full,pt,PM apreende cocaína e 73 barras de maconha em imóvel de Juiz de Fora,https://tribunademinas.com.br/noticias/cidade/21-09-2026/pm-apreende-cocaina-e-73-barras-de-maconha-em-imovel-de-juiz-de-fora.html,2061
2026-09-21,Cocaine,,,,,,,,,,,,,,Cocaine (10 pills),,10.0,pills,1,,Unknown,No,5,Low,Multiple drugs,1,Rede da Notícia,full,pt,"Força Tática prende quatro suspeitos e apreende maconha, cocaína e metanfetamina em Barra do Garças",https://rededanoticia.com.br/forca-tatica-prende-quatro-suspeitos-e-apreende-maconha-cocaina-e-metanfetamina-em-barra-do-garcas/,2062
2026-09-21,Methamphetamine,,,,,,,,,,,,,,Methamphetamine (0 kg),0.025,,,1,,Unknown,No,5,Low,Multiple drugs,1,Merzifon Bilgi Gazetesi,full,tr,Narkotik Operasyonu: 8 Bin Sentetik Ecza Ele Geçirildi,https://www.merzifonbilgigazetesi.com/asayis/narkotik-operasyonu-8-bin-sentetik-ecza-ele-gecirildi/73932,2183
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (1 kg) | Road,1.25,,,1,,Road,No,5,Low,Multiple drugs,1,Newbury Today,full,en,"Drug-driver is busted with cannabis worth £10,000",https://www.newburytoday.co.uk/news/drug-driver-is-busted-with-cannabis-worth-10-000-9483481/,1763
2026-09-21,NSA,,,,Afghanistan,Kabul,,,,,,,,,NSA (0 kg),0.01092,,,1,,Unknown,No,5,Low,Multiple drugs,1,Fibhaber,full,tr,"Nevşehir Narkotik, gençleri zehirleyenlerin ensesinde!",https://www.fibhaber.com/nevsehir-narkotik-gencleri-zehirleyenlerin-ensesinde,2186
2026-09-21,Cocaine,,,,,,,,,,,,,,Cocaine | Road,,,,1,,Road,No,5,Low,Multiple drugs,1,Owen Sound Sun-Times,full,en,"Owen Sound police seize guns, drugs on busy weekend",https://www.owensoundsuntimes.com/news/owen-sound-police-seize-guns-drugs-on-busy-weekend/,1755
2026-09-21,Cannabis,,,,Argentina,,,,,,,,,,Cannabis,,,,1,,Unknown,No,5,Low,Multiple drugs,1,0223.com.ar,full,es,Allanaron un predio industrial tomado y detienen a un hombre por venta de drogas,https://www.0223.com.ar/nota/2026-9-21-17-34-0-allanaron-un-predio-industrial-tomado-y-detienen-a-un-hombre-por-venta-de-drogas,1772
2026-09-21,Cocaine,,,,,,,,,,,,,,Cocaine | 2 arrests,,,,1,2.0,Unknown,No,5,Low,Multiple drugs,1,Galway Bay FM,full,en,Two arrested after cocaine seized in Tuam raids,https://www.galwaybayfm.ie/galway-bay-fm-news-desk/two-arrested-after-cocaine-seized-in-tuam-raids-230395,1581
2026-09-21,Cocaine,,,,,,,,,,,,,,Cocaine,,,,1,,Unknown,No,5,Low,Multiple drugs,1,ClickPB,snippet,pt,"Mais de R$ 400 mil: Polícia apreende cocaína, maconha, crack e comprimidos em Mangabeira",https://www.clickpb.com.br/policial/policia-apreende-cocaina-mangabeira.html,1093
2026-09-21,Cocaine,,,,,,,,,,,,,Luggage / passenger goods,Cocaine | Sea - cargo (other) | concealed: Luggage / passenger goods,,,,1,,Sea - cargo (other),No,5,Low,Multiple drugs,1,Diário da Amazônia,full,pt,PRF prende passageiro de táxi com 7 tabletes de maconha e cocaína na BR-364 em Porto Velho,https://diariodaamazonia.com.br/noticia/5/449943/prf-prende-passageiro-de-taxi-com-7-tabletes-de-maconha-e-cocaina-na-br-364-em-porto-velho,1086
2026-09-21,Cocaine,,,,,,,,,,,,,,Cocaine | Road,,,,1,,Road,No,5,Low,Multiple drugs,1,Stampa Paese,full,fr,Bastia : Un contrôle routier de routine débouche sur une importante saisie de stupéfiants,https://stampa-paese.com/actus-societe/article/bastia-un-controle-routier-de-routine-debouche-sur-une-importante-saisie-de,1079
2026-09-21,Cocaine,,,,Dominican Republic,,,,,,,,,,Cocaine (2 kg) | 31 arrests,2.0462000000000002,,,1,31.0,Unknown,No,5,Low,Multiple drugs,1,Infobae,full,es,Operativos contra el microtráfico dejaron más de 30 detenidos y más de dos kilos de drogas en cuatro provincias de República Dominicana,https://www.infobae.com/republica-dominicana/2026/09/21/operativos-contra-el-microtrafico-dejaron-mas-de-30-detenidos-y-mas-de-dos-kilos-de-drogas-en-cuatro-provincias-de-republica-dominicana/,1063
2026-09-21,Cannabis,,,,Lebanon,,,,,,,,,,Cannabis,,,,1,,Unknown,No,5,Low,Multiple drugs,1,cedarnews.net,full,ar,قوى الأمن توقف 5 أشخاص في ذوق مصبح وتضبط مخدرات,https://cedarnews.net/folder/998394/%D9%82%D9%88%D9%89-%D8%A7%D9%84%D8%A3%D9%85%D9%86-%D8%AA%D9%88%D9%82%D9%81-5-%D8%A3%D8%B4%D8%AE%D8%A7%D8%B5-%D8%B0%D9%88%D9%82-%D9%85%D8%B5%D8%A8%D8%AD-%D9%88%D8%AA%D8%B6%D8%A8%D8%B7/,1194
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis,,,,1,,Unknown,No,5,Low,Multiple drugs,1,Lebanon ON,full,ar,رفضوا الامتثال فأُطلق عيار تحذيري.. توقيف 5 أشخاص وضبط مخدرات في ذوق مصبح,https://www.lebanonon.com/news/434097,1165
2026-09-21,Heroin/Opium,,,,,,,,,,,,,,Heroin/Opium,,,,1,,Unknown,No,5,Low,Multiple drugs,1,اليوم السابع,full,ar,ضبط عاطل هارب من المؤبد فى قضية مخدرات بحوزته سلاح وهيروين وحشيش بالشرقية,https://www.youm7.com/story/2026/9/21/%D8%B6%D8%A8%D8%B7-%D8%B9%D8%A7%D8%B7%D9%84-%D9%87%D8%A7%D8%B1%D8%A8-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%A4%D8%A8%D8%AF-%D9%81%D9%89-%D9%82%D8%B6%D9%8A%D8%A9-%D9%85%D8%AE%D8%AF%D8%B1%D8%A7%D8%AA-%D8%A8%D8%AD%D9%88%D8%B2%D8%AA%D9%87-%D8%B3%D9%84%D8%A7%D8%AD/7552830,1136
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis,,,,1,,Unknown,No,5,Low,Multiple drugs,1,Elnashra,full,ar,قوى الأمن: توقيف 5 أشخاص في ذوق مصبح والجديدة وضبط كمية من المخدرات بحوزتهم,https://www.elnashra.com/news/show/1800886/%D9%82%D9%88%D9%89-%D8%A7%D9%84%D8%A3%D9%85%D9%86-%D8%AA%D9%88%D9%82%D9%8A%D9%81-%D8%AE%D9%85%D8%B3%D8%A9-%D8%A3%D8%B4%D8%AE%D8%A7%D8%B5-%D9%88%D9%8A%D8%B6%D8%A8%D8%B7%D8%A7%D9%86-%D9%83%D9%85%D9%8A%D9%91%D8%A9-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%AF-%D8%A7%D9%84,1128
2026-09-21,Cocaine,,,,,,,,,,,,,,Cocaine (0 kg),0.148,,,1,,Unknown,No,5,Low,Multiple drugs,1,Radar BO,full,pt,"ROTAM APREENDE CRACK, MACONHA E PRENDE DUAS PESSOAS EM RESIDÊNCIA DE TOLEDO",https://radarbo.com.br/rotam-apreende-crack-maconha-e-prende-duas-pessoas-em-residencia-de-toledo/,1107
2026-09-21,Cocaine,,,,,,,,,,,,,,Cocaine,,,,1,,Unknown,No,5,Low,Multiple drugs,1,tudiariohuanuco.pe,full,es,¿Cómo ingresa? Incautan 500 ketes de diversos tipos de droga durante requisa en el penal de Potracancha,https://tudiariohuanuco.pe/policial/como-ingresa-incautan-500-ketes-de-diversos-tipos-de-droga-durante-requisa-en-el-penal-de-potracancha/,1060
2026-09-21,Methamphetamine,,,,India,Assam,,,,,,,,,"Methamphetamine (30,000 pills) | 2 arrests",,30000.0,pills,1,2.0,Unknown,No,5,Low,Organised network,1,India Today NE,full,en,"30,000 Yaba tablets seized, two drug peddlers arrested in Assam's Badarpur",https://www.indiatodayne.in/assam/story/30000-yaba-tablets-seized-two-drug-peddlers-arrested-in-assams-badarpur-1453299-2026-09-21,372
2026-09-21,Cocaine,,,,Ireland,Galway,,,,,,,,,Cocaine | 2 arrests,,,,1,2.0,Unknown,No,5,Low,Multiple drugs,3,"Midwest Radio, Shannonside.ie, Tuam Herald",full,en,Cocaine seizure in Tuam,https://www.tuamherald.ie/2026/09/21/cocaine-seizure-in-tuam/,1010
2026-09-21,Heroin/Opium,,,,India,Assam,,,,,,,,,Heroin/Opium (0 kg) | 2 arrests,0.022850000000000002,,,1,2.0,Unknown,No,5,Low,Organised network,1,India Today NE,full,en,Two drug peddlers arrested with 22.85 grams of heroin in Assam's Bajali,https://www.indiatodayne.in/assam/story/two-drug-peddlers-arrested-with-2285-grams-of-heroin-in-assams-bajali-1453384-2026-09-21,995
2026-09-21,Cannabis,,,,Spain,,,,,,,,,,Cannabis (400 kg) | Sea - cargo (other) | 10 arrests,400.0,,,1,10.0,Sea - cargo (other),No,5,Low,Organised network,1,maspalomas24h.uk,full,en,Operation BABAYAGA in Castillo del Romeral: 10 arrested and 400 kilos of hashish seized after a drug landing,https://maspalomas24h.uk/Article/11107/Operation-Babayaga--Romeral-Castle%3A-10-arrested--400-kilos-of-hashish,994
2026-09-21,NSA,,,,Portugal,,,,,,,,,,"NSA (1 kg, 425 pills) | Road | 3 arrests",0.8270000000000001,425.0,pills,1,3.0,Road,No,5,Low,Multiple drugs,1,Sur in English,full,en,Two minors among three arrested in Marbella over synthetic drug trafficking,https://www.surinenglish.com/malaga/marbella-san-pedro/masks-machetes-weapons-20260921000500-nt.html,801
2026-09-21,Cocaine,,,,Ireland,Galway,,,,,,,,,Cocaine,,,,1,,Unknown,No,5,Low,Multiple drugs,1,roscommonherald.ie,full,en,Local gardaí make major seizures of alleged drugs,https://www.roscommonherald.ie/news/local-garda%C3%AD-make-majorseizures-of-alleged-drugs_arid-111500.html,993
2026-09-21,Heroin/Opium,India,,,India,Meghalaya,Assam,,,,,,,,Heroin/Opium (0 kg) | Road | 2 arrests,0.040119999999999996,,,1,7.0,Road,No,5,Low,Organised network,8,"Highland Post, Hub News, India Today NE, Meghalaya Monitor, NENow.in, Syllad",full,en,Meghalaya Police arrest two with heroin worth Rs 7 lakh in Shillong,https://www.indiatodayne.in/meghalaya/story/meghalaya-police-arrest-two-with-heroin-worth-rs-7-lakh-in-shillong-1453628-2026-09-22,593
2026-09-21,Cocaine,,,,,,,,,,,,,,Cocaine | Road,,,,1,,Road,No,5,Low,Multiple drugs,1,CKNX News Today,full,en,"Sawed-off shotgun, drugs seized after driver stopped for suspected impaired driving",https://cknxnewstoday.ca/midwestern/news/2026/09/21/sawed-off-shotgun-drugs-seized-after-driver-stopped-for-suspected-impaired-driving,1011
2026-09-21,Cocaine,,,,Ireland,,,,,,,,,,Cocaine,,,,1,2.0,Unknown,No,5,Low,Multiple drugs,2,"Galway Advertiser, Galway Daily",full,en,"Cocaine worth €183,000 found in Tuam Garda raids",https://www.advertiser.ie/galway/article/152551/cocaine-worth-183000-found-in-tuam-garda-raids,1053
2026-09-21,Cocaine,,,,United Kingdom,Birmingham,,,,,,,,,Cocaine | Road,,,,1,,Road,No,5,Low,Multiple drugs,1,Birmingham Live,full,en,Birmingham police raid discovers £400k cash and drugs haul,https://www.birminghammail.co.uk/news/midlands-news/birmingham-police-raid-discovers-400k-34649767,1051
2026-09-21,NSA,,,,United Kingdom,Glasgow,,,,,,,,,NSA | Road,,,,1,,Road,No,5,Low,Multiple drugs,1,Daily Record,full,en,"Glasgow children's nurse caught in £200,000 drugs and dirty cash raid struck off",https://www.dailyrecord.co.uk/news/scottish-news/glasgow-childrens-nurse-caught-200000-37685909.amp,1038
2026-09-21,Methamphetamine,,,,United States,Houston,,,,,,,,,Methamphetamine,,,,1,,Unknown,No,5,Low,Multiple drugs,1,valdostatoday.com,full,en,GBI Arrests Seven in Nine-Month Macon Drug Investigation,https://valdostatoday.com/news-2/region/2026/09/gbi-arrests-seven-in-nine-month-macon-drug-investigation/,1036
2026-09-21,Cocaine,,,,Ireland,Galway,,,,,,,,,Cocaine,,,,1,,Unknown,No,5,Low,Multiple drugs,1,Connacht Tribune,full,en,Armed gardai search two Galway areas arresting duo over large cocaine discovery,https://www.connachttribune.ie/news/tuam/gardai-search-galway-cocaine-9130725,1018
2026-09-21,Cocaine,,,,United Kingdom,Birmingham,,,,,,,,,Cocaine | Road,,,,1,,Road,No,5,Low,Multiple drugs,1,Dudleynews.co.uk,full,en,"Man charged after £400,000 worth of cash and drugs seized",https://www.dudleynews.co.uk/news/26567862.dudley-man-charged-police-seize-cash-drugs/,1052
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (1 kg),0.603,,,1,,Unknown,No,5,Low,Multiple drugs,1,hibya.com,full,tr,Kocaeli’de uyuşturucu operasyonlarında 14 kişi tutuklandı,https://hibya.com/kocaelide-uyusturucu-operasyonlarinda-14-kisi-tutuklandi-1037708,1433
2026-09-21,Cannabis,,,,Cambodia,,,,,,,,,Luggage / passenger goods,Cannabis (164 kg) | Air - passenger | concealed: Luggage / passenger goods,164.0,,,1,,Air - passenger,No,5,Low,Multiple drugs,1,柬中時報,full,zh,柬埔寨16天连破6宗机场运毒案 查获逾164公斤毒品,https://cc-times.com/posts/33741,1522
